feature,importance
dry_avg_position,0.20656469914629716
wet_avg_position,0.1679393581277839
team_recent_avg,0.15320865272354456
team_momentum,0.035807637765055654
wet_dry_delta,0.032875287536710734
brake_avg_g,0.03145311514455274
recent_avg_position,0.029762441927691265
brake_max_g,0.024004181838438023
recent_worst_position,0.02012362567242617
max_throttle_ratio,0.01966167615837532
team_circuit_avg_position,0.019301497162549714
avg_air_temp,0.016763072951670687
avg_track_temp,0.016698344472974816
team_circuit_best_position,0.015737025711787363
wet_sessions,0.010773339335289903
slow_corner_pct,0.010582422861763712
circuit_worst_position,0.010395902122113013
total_medium_corners,0.010178681975731355
circuit_best_position,0.010084482391008431
chicanes,0.009525677346456343
circuit_best_race,0.009492739147949495
driver_overtaking_success_rate,0.009399288912484751
medium_corner_pct,0.009285132061847974
driver_defensive_success_rate,0.009198392619288228
total_fast_corners,0.00884128649738691
driver_std_position_change,0.008580307709888234
avg_speed_circuit,0.008308725202536065
total_slow_corners,0.0082256876838746
top_speed_circuit,0.008193247333567985
fast_corner_pct,0.00813718208993837
circuit_avg_position,0.007934425149125759
driver_avg_position_change,0.007550501616563791
form_trend,0.007115581317600588
circuit_avg_race,0.00700673678785874
recent_best_position,0.006148777993513839
dry_sessions,0.005669462817502186
races_in_window,0.0042029579897610945
circuit_std_position_change,0.004147501785021413
circuit_abs_position_change,0.003947514811457803
circuit_max_loss,0.003234353336725758
avg_rainfall,0.0019902301428481022
circuit_max_gain,0.0018711679635920878
driver_overtaking_samples,7.767665744530766e-05
circuit_overtaking_samples,0.0
circuit_avg_position_change,0.0
team_circuit_sessions,0.0
circuit_sessions,0.0
